BKobj,GAP_LB,GV,EV_1,EV_2,CO2,TotalChargeTime,Runtime
56.03526566769822,0.0,0.0,1.0,0.0,0.0,0.0,16.4169038
67.69172537263482,0.0,1.0,1.0,0.0,19.472131058445484,0.0,13724.4967723
80.00439757272608,0.0,1.0,1.0,0.0,29.07373928280207,0.0,11187.2646459
106.88594332452321,0.2130651044304425,2.0,1.0,0.0,36.33316614815152,23.29442352193474,14400.6402334
NaN,NaN,NaN,NaN,NaN,NaN,NaN,14400.6369287
