id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100001,127,1.0,221.81671842592405,5.5901699437494745
200001,111111,-0.0,225.0,2.23606797749979
200002,111111,1.0,285.0,0.0
100002,24,-0.0,294.2361318706311,7.280109889280518
100003,65,3.0,302.9722637412614,7.280109889280518
200003,111111,-0.0,311.95754511889714,7.071067811865475
100005,43,4.0,627.2999999971232,6.0
200005,111111,-0.0,635.0,6.0
200004,111111,4.0,655.0,0.0
100004,256,-0.0,663.9852813776358,7.071067811865475
200006,111111,1.0,685.0,7.071067811865475
100006,232,-0.0,695.6823376531556,8.48528137423857
100007,151,3.0,773.3811765812411,5.099019513592785
200007,111111,-0.0,780.0,5.099019513592785
200008,111111,2.0,790.0,0.0
100008,278,-0.0,802.500000004797,10.0
200009,111111,1.0,835.0,10.0
100009,22,-0.0,845.174709301827,8.06225774829855
200010,111111,2.0,955.0,8.06225774829855
100010,124,0.0,960.4477267527233,4.123105625617661
999999,999999,-0.0,21065.0,9.861541461658009
