id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
310002,3333333,4.0,17.951951556304486,2.8284271247461903
100006,104,7.0,120.76386812936776,10.307764064044152
200006,111111,4.0,130.0,7.280109889280518
200004,111111,6.0,130.0,0.0
100004,188,4.0,136.19209979057993,3.1622776601683795
100008,275,8.0,180.85308295046224,5.385164807134505
200008,111111,4.0,191.60588744894596,8.544003745317532
200010,111111,7.0,210.0,0.0
100010,240,4.0,218.0894663874399,6.324555320336759
100013,54,8.0,243.74306903513292,13.601470508735444
100012,106,9.0,248.0378022288537,3.1622776601683795
200012,111111,8.0,255.0,5.385164807134505
200013,111111,4.0,255.0,0.0
200014,111111,5.0,285.0,0.0
100014,120,4.0,295.17470930182816,8.06225774829855
100015,135,6.0,301.89999999496,1.4142135623730951
200015,111111,4.0,315.0,7.0
100017,166,8.0,511.8167184259295,4.47213595499958
200017,111111,4.0,520.3665631481483,4.47213595499958
100020,164,6.0,573.5164210615078,6.324555320336759
200020,111111,4.0,581.6058874489457,6.324555320336759
200021,111111,5.0,655.0,0.0
100021,71,4.0,664.1533230645779,7.211102550927979
100025,231,7.0,708.436546646822,10.049875621120892
200025,111111,4.0,725.0,9.219544457292889
200024,111111,5.0,730.0,0.0
100024,75,4.0,738.5498447222192,4.47213595499958
200027,111111,8.0,750.0,4.47213595499958
100027,205,4.0,755.4477267527203,4.123105625617661
100031,254,7.0,786.0147186223674,3.6055512754639896
200031,111111,4.0,795.0,7.071067811865475
200034,111111,7.0,855.0,0.0
100034,74,4.0,861.5000000024,5.0
100035,167,0.0,889.8266615322875,6.0
200035,111111,4.0,894.1533230645755,3.6055512754639896
200036,111111,6.0,894.6533230645755,0.0
100036,7,4.0,909.9965033227363,8.246211251235321
100038,88,8.0,926.4501552777795,6.4031242374328485
200038,111111,4.0,935.0,6.708203932499369
999999,999999,-0.0,21065.0,6.020797289396148
