id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
310001,3333333,0.0,3.394112551053736,2.8284271247461903
100001,10,1.0,64.82529069817186,10.11187420807834
200001,111111,0.0,75.0,8.06225774829855
100005,54,4.0,105.12770038516604,7.810249675906654
200005,111111,0.0,115.0,7.810249675906654
200003,111111,3.0,115.0,0.0
100003,247,0.0,134.63426247057606,10.630145812734648
100011,180,1.0,195.36107226930875,4.123105625617661
200011,111111,0.0,205.0,7.615773105863909
200009,111111,4.0,205.0,0.0
100009,44,0.0,216.44897255891638,6.082762530298219
100016,34,1.0,441.7438250196188,7.071067811865475
200016,111111,0.0,455.0,10.630145812734648
100019,107,3.0,514.5,4.47213595499958
200019,111111,0.0,521.6058874489457,4.47213595499958
200022,111111,3.0,675.0,0.0
100022,82,0.0,683.183749087993,6.4031242374328485
100023,173,1.0,694.167729470747,6.324555320336759
200023,111111,0.0,698.9943910030327,3.6055512754639896
100026,275,1.0,721.9068658249391,8.544003745317532
200026,111111,0.0,732.6596703234227,8.544003745317532
100029,163,3.0,741.3958021940534,7.280109889280518
200029,111111,0.0,755.0,7.280109889280518
200028,111111,4.0,765.0,0.0
200030,111111,5.0,765.5,0.0
100028,97,1.0,771.0911688265811,4.242640687119285
100030,30,0.0,776.038895579303,4.123105625617661
100037,119,2.0,864.6045464945606,6.4031242374328485
200037,111111,0.0,875.0,8.246211251235321
200039,111111,1.0,1005.0,0.0
100039,46,0.0,1013.5498447222192,6.708203932499369
100040,51,1.0,1042.499999995203,5.0
200040,111111,0.0,1055.0,10.0
999999,999999,-0.0,21065.0,6.020797289396148
