id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100009,193,1.0,382.42523291667123,1.8027756377319948
200009,111111,0.0,395.0,6.708203932499369
200008,111111,1.0,415.0,0.0
100008,184,0.0,423.1367532398694,4.242640687119285
100011,126,4.0,511.816718425924,4.123105625617661
200011,111111,0.0,515.0,2.23606797749979
200010,111111,2.0,535.0,0.0
100010,210,0.0,548.4799845968623,7.211102550927979
200013,111111,4.0,720.0,7.211102550927979
100013,65,0.0,728.9852813776326,7.071067811865475
200015,111111,4.0,737.4705627552663,7.071067811865475
100015,43,0.0,745.1705627581431,6.0
100019,22,3.0,769.9879360472578,4.123105625617661
200019,111111,0.0,785.0,8.06225774829855
200017,111111,1.0,785.0,0.0
100017,151,0.0,791.6188234187562,5.099019513592785
100020,124,2.0,987.0784098709196,2.23606797749979
200020,111111,0.0,995.0,4.123105625617661
999999,999999,0.0,21065.0,6.020797289396148
