id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100004,65,4.0,111.01471862236733,9.013878188659973
200004,111111,0.0,120.0,7.071067811865475
200008,111111,4.0,150.0,0.0
100008,48,0.0,159.8722996148369,7.810249675906654
200012,111111,2.0,195.0,7.810249675906654
100012,258,0.0,209.20839159603838,7.615773105863909
100016,275,1.0,294.2471955015164,1.0
200016,111111,0.0,305.0,8.544003745317532
200019,111111,3.0,525.0,0.0
100019,73,0.0,532.2882251021061,5.656854249492381
100022,74,2.0,688.4999999975979,1.0
200022,111111,0.0,695.0,5.0
200030,111111,2.0,1005.0,0.0
100030,143,0.0,1010.30000000192,4.0
999999,999999,-0.0,21065.0,4.031128874149275
