id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100002,85,1.0,83.7668737037108,8.732124598286491
200002,111111,0.0,95.0,8.94427190999916
200003,111111,4.0,105.0,0.0
100003,132,0.0,113.98528137763267,7.071067811865475
100007,64,2.0,127.97437636801061,5.0
200007,111111,0.0,140.0,6.4031242374328485
200005,111111,2.0,140.0,0.0
100005,237,0.0,147.799315039274,6.082762530298219
100015,254,1.0,266.0147186223642,1.0
200015,111111,0.0,275.0,7.071067811865475
200017,111111,4.0,345.0,0.0
100017,123,0.0,351.6188234187589,5.099019513592785
310001,3333333,0.0,361.3121200754756,8.077747210701755
200018,111111,4.0,405.0,3.2015621187164243
100018,32,0.0,416.56345335317684,9.219544457292889
100025,62,1.0,789.8067033432806,4.47213595499958
200025,111111,0.0,800.0,5.385164807134505
200026,111111,1.0,830.7412121426344,0.0
100026,33,0.0,843.1206060713172,9.899494936611665
200028,111111,3.0,855.0,9.899494936611665
100028,89,0.0,862.4971422766146,5.830951894845301
200029,111111,3.0,885.0,5.830951894845301
100029,119,0.0,895.3954535054405,8.246211251235321
999999,999999,-0.0,21065.0,6.946221994724902
