id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100008,275,4.0,174.70254799226635,4.272001872658766
200008,111111,0.0,185.45535249074993,8.544003745317532
200009,111111,4.0,204.23320795213257,0.0
100009,44,0.0,212.79931503927406,6.082762530298219
100018,64,3.0,502.9743763680106,3.1622776601683795
200018,111111,0.0,515.0,6.4031242374328485
200022,111111,3.0,675.0,0.0
100022,82,0.0,683.183749087993,6.4031242374328485
100026,275,1.0,709.2471955015164,12.165525060596439
200026,111111,0.0,725.0,8.544003745317532
200028,111111,4.0,768.3498690921583,0.0
200030,111111,5.0,770.8954535054455,0.0
100028,97,1.0,776.4866223320278,4.242640687119285
100030,30,0.0,782.5112182062326,4.123105625617661
100037,119,2.0,874.6045464945595,6.4031242374328485
200037,111111,0.0,885.0,8.246211251235321
200039,111111,1.0,1015.0,0.0
100039,46,0.0,1027.5747670833289,6.708203932499369
100040,51,1.0,1036.4999999928,5.0
200040,111111,0.0,1055.0,10.0
999999,999999,0.0,21065.0,6.020797289396148
