id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100002,157,3.0,67.07840987091957,3.0413812651491097
200002,111111,0.0,75.0,4.123105625617661
100006,104,3.0,118.73613187063087,7.280109889280518
200006,111111,0.0,127.97226374126316,7.280109889280518
200004,111111,2.0,128.88270455668726,0.0
100004,188,0.0,135.0748043472671,3.1622776601683795
200007,111111,3.0,165.0,3.1622776601683795
100007,130,0.0,171.61882341875886,5.099019513592785
100016,34,1.0,435.36573752942394,6.708203932499369
200016,111111,0.0,455.0,10.630145812734648
100019,107,3.0,516.4501552777808,4.47213595499958
200019,111111,0.0,525.0,4.47213595499958
200021,111111,1.0,645.0,0.0
100021,71,0.0,654.1533230645779,7.211102550927979
100025,231,3.0,713.436546646822,10.049875621120892
200025,111111,0.0,725.0,9.219544457292889
200032,111111,3.0,805.0,0.0
200033,111111,7.0,810.0,0.0
100033,229,3.0,822.3000000067201,9.433981132056605
100032,246,0.0,823.5000000072,1.0
999999,999999,0.0,21065.0,4.031128874149275
