BKobj,GAP_LB,GV,EV,CCO2,TotalChargeTime,Runtime
67.69172537263482,0.027904804914804595,0.0,2.0,19.472131058445484,0.0,14406.1197183
80.03439954609998,0.09250871970200598,1.0,1.0,29.119949924102354,0.0,14418.5308271
106.72955118429067,0.0536774656862245,0.0,3.0,36.378749775554795,22.441866101297155,14400.5366436
135.721457259787,0.25707437378433773,0.0,4.0,42.7573452867411,6.783737901610721,14400.5957517
