BKobj,GAP_LB,GV,EV,CCO2,TotalChargeTime,Runtime
20.221485752319722,0.0,1.0,0.0,26.327776266735707,0.0,5.516324
38.36308075372289,0.0,2.0,0.0,39.13979518000399,0.0,0.7805384
41.59096289592284,0.0,2.0,0.0,60.115546805583364,0.0,2.3711905
60.77953998046002,0.0,3.0,0.0,79.73117104419444,0.0,2.8229625
78.05251894609465,0.0,4.0,0.0,86.89866099958121,0.0,2.7914155
