BKobj,GAP_LB,GV,EV_1,EV_2,CO2,TotalChargeTime,Runtime
56.3264318826828,0.0,1.0,1.0,0.0,11.199716958800712,0.0,15.0338959
68.47152274901869,0.0,1.0,1.0,0.0,20.46238039073352,0.0,3181.8732481
93.24665768138367,0.0,2.0,1.0,0.0,26.891598106088175,0.0,8487.0218445
109.33699526373982,0.1224439291381724,2.0,1.0,0.0,38.531692950522256,34.317355583290016,14400.4631994
